project_gid,project_name,canonical_phase,n_tasks,n_completed,n_assignees,first_completed,last_completed,span_days,tracked_minutes,tracked_hours,total_subtasks,n_activity,n_comments,bulk_created_fraction
1207338575319394,ACE Ascent Phase III,Animation/Graphics Geometry and Measurement,4,4,1,2024-06-19T16:00:41.182000+00:00,2024-07-03T18:32:16.928000+00:00,14,0.0,0.0,8,0,0,0.25
1207338575319394,ACE Ascent Phase III,Design Geometry and Measurement,8,8,1,2024-05-16T17:28:17.870000+00:00,2024-05-16T17:28:52.795000+00:00,0,0.0,0.0,0,0,0,0.12
1207338575319394,ACE Ascent Phase III,Design Leadership IIIa,7,7,1,2024-05-16T17:29:48.085000+00:00,2024-05-16T17:29:58.635000+00:00,0,0.0,0.0,0,0,0,0.14
1207338575319394,ACE Ascent Phase III,Development Geometry and Measurement,3,3,1,2024-07-03T18:31:52.478000+00:00,2024-07-26T14:21:21.117000+00:00,23,0.0,0.0,21,0,0,0.33
1207338575319394,ACE Ascent Phase III,Development Leadership IIIa,3,3,1,2024-07-03T18:34:51.886000+00:00,2024-07-26T14:21:16.093000+00:00,23,0.0,0.0,16,0,0,0.33
1207338575319394,ACE Ascent Phase III,Post-Production Geometry and Measurement,4,4,1,2024-05-16T17:28:34.342000+00:00,2024-07-11T19:37:34.639000+00:00,56,0.0,0.0,6,0,0,0.25
1207338575319394,ACE Ascent Phase III,Post-Production Leadership IIIa,4,4,0,2024-07-03T18:34:08.604000+00:00,2024-07-03T18:34:11.864000+00:00,0,0.0,0.0,6,0,0,0.25
1207338575319394,ACE Ascent Phase III,Pre-Production Geometry and Measurement,6,6,1,2024-05-16T17:28:24.305000+00:00,2024-05-16T17:35:54.079000+00:00,0,0.0,0.0,0,0,0,0.17
1207338575319394,ACE Ascent Phase III,Pre-Production Leadership IIIa,3,3,1,2024-05-16T17:30:01.617000+00:00,2024-05-16T17:30:09.177000+00:00,0,0.0,0.0,4,0,0,0.33
1207338575319394,ACE Ascent Phase III,Production Geometry and Measurement,4,4,1,2024-05-16T17:28:29.724000+00:00,2024-05-16T17:28:33.114000+00:00,0,0.0,0.0,0,0,0,0.25
1208031565604539,ACE Ascent Phase IV,Design Algebra and Function,8,8,1,2024-08-15T19:05:57.271000+00:00,2024-09-06T17:48:03.032000+00:00,22,0.0,0.0,0,0,0,0.12
1208031565604539,ACE Ascent Phase IV,Design Leadership IIIb,7,7,1,2024-08-15T19:07:05.892000+00:00,2024-09-06T17:48:29.406000+00:00,22,0.0,0.0,0,0,0,0.14
1208031565604539,ACE Ascent Phase IV,Development Algebra and Function,3,3,0,2024-11-26T17:39:15.790000+00:00,2024-12-13T15:49:46.407000+00:00,17,420.0,7.0,21,0,0,0.33
1208031565604539,ACE Ascent Phase IV,Development Leadership IIIb,3,3,0,2024-12-13T15:49:52.299000+00:00,2024-12-13T15:49:55.447000+00:00,0,5.0,0.08,16,0,0,0.33
1208031565604539,ACE Ascent Phase IV,Post-Production Leadership IIIb,2,2,0,2024-11-21T14:14:34.731000+00:00,2024-11-21T14:14:44.579000+00:00,0,0.0,0.0,7,0,0,0.5
1208031565604539,ACE Ascent Phase IV,Post-ProductionAlgebra and Function,6,4,2,2024-10-31T16:47:43.141000+00:00,2025-02-10T15:18:04.464000+00:00,102,0.0,0.0,6,0,0,0.17
1208031565604539,ACE Ascent Phase IV,Pre-Production Algebra and Function,6,6,1,2024-09-16T14:22:05.892000+00:00,2024-10-16T11:35:36.282000+00:00,30,0.0,0.0,0,0,0,0.17
1208031565604539,ACE Ascent Phase IV,Pre-Production Leadership IIIb,3,3,0,2024-09-13T16:43:22.470000+00:00,2024-10-10T18:48:22.466000+00:00,27,0.0,0.0,6,0,0,0.33
1208031565604539,ACE Ascent Phase IV,Production Algebra and Function,3,3,1,2024-10-16T11:35:38.868000+00:00,2024-10-17T18:22:26.807000+00:00,1,0.0,0.0,0,0,0,0.33
1208031565604539,ACE Ascent Phase IV,Production Leadership IIIb,3,3,0,2024-10-14T14:01:36.509000+00:00,2024-10-17T18:22:36.779000+00:00,3,0.0,0.0,8,0,0,0.33
1208622917750063,ACE Assessment Course Redesign,Post-Production,11,11,1,2025-02-25T19:46:56.485000+00:00,2025-04-17T20:36:53.034000+00:00,51,920.0,15.33,0,0,0,0.09
1208622917750063,ACE Assessment Course Redesign,Pre-Production,5,5,1,2025-02-04T14:42:53.344000+00:00,2025-02-18T16:10:02.832000+00:00,14,635.0,10.58,5,0,0,0.2
1208622917750063,ACE Assessment Course Redesign,Production,4,4,0,2025-02-18T16:10:35.297000+00:00,2025-02-25T19:46:13.958000+00:00,7,450.0,7.5,0,0,0,0.25
1209018174328538,ACE Assessment Modules Asset Spreadsheet,Untitled section,13,13,0,2025-04-16T17:58:28.497000+00:00,2025-04-16T17:58:37.387000+00:00,0,0.0,0.0,0,0,0,0.08
1211134268245785,ACE Higher Powered Learning (HPL),Analysis,3,3,1,2025-08-25T20:21:06.829000+00:00,2025-12-15T03:10:52.073000+00:00,112,0.0,0.0,0,0,0,0.33
1211134268245785,ACE Higher Powered Learning (HPL),Design,10,8,3,2025-10-30T18:03:38.303000+00:00,2025-12-15T03:11:09.978000+00:00,46,0.0,0.0,0,0,0,0.1
1211134268245785,ACE Higher Powered Learning (HPL),Design Development,5,0,2,,,,0.0,0.0,0,0,0,0.2
1211134268245785,ACE Higher Powered Learning (HPL),Post-Production,1,1,1,2026-01-09T19:32:40.998000+00:00,2026-01-09T19:32:40.998000+00:00,0,300.0,5.0,3,0,0,1.0
1211134268245785,ACE Higher Powered Learning (HPL),Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1211134268245785,ACE Higher Powered Learning (HPL),Pre-Production,4,4,2,2025-10-30T18:03:45.164000+00:00,2025-12-08T04:10:00.368000+00:00,39,300.0,5.0,0,0,0,0.25
1211134268245785,ACE Higher Powered Learning (HPL),Production,2,2,2,2025-11-21T17:02:51.795000+00:00,2025-12-08T04:10:05.771000+00:00,17,960.0,16.0,0,0,0,0.5
1208255134985014,AI R&D Project (Online Pedagogy used as the baseline),Untitled section,6,6,1,2024-10-10T18:49:03.964000+00:00,2025-01-08T20:29:54.033000+00:00,90,0.0,0.0,3,0,0,0.17
1207728646024488,AI Video Series,Video 1: Opening the Dialogue on AI in Education - Ron Metoyer,10,10,1,2024-07-05T15:42:37.441000+00:00,2024-08-02T15:08:10.285000+00:00,28,0.0,0.0,2,0,0,0.1
1207728646024488,AI Video Series,Video 2:  Generative AI Overview - John Behrens,10,10,0,2024-07-05T15:41:26.268000+00:00,2024-07-12T17:42:18.481000+00:00,7,0.0,0.0,0,0,0,0.1
1207728646024488,AI Video Series,Video 3:  Intro to Text to Text Systems - John Behrens,10,10,0,2024-07-05T15:47:08.720000+00:00,2024-07-12T17:42:36.613000+00:00,7,0.0,0.0,0,0,0,0.1
1207728646024488,AI Video Series,Video 4:  Generating Prompts for Text to Text Systems & Demo - John Behrens,6,6,0,2024-07-05T15:48:09.863000+00:00,2024-07-12T17:40:29.918000+00:00,7,0.0,0.0,0,0,0,0.17
1207728646024488,AI Video Series,Video 5:  Navigating AI Tools with Integrity in Academia - Ardea Russo,10,10,2,2024-07-23T15:41:20.547000+00:00,2024-09-09T19:49:08.024000+00:00,48,0.0,0.0,0,0,0,0.1
1207728646024488,AI Video Series,Video 6:  AI Literacy/Preparing Students for an AI Driven Future - Karla Badillo / Roberto Casarez,10,10,1,2024-09-09T19:54:39.294000+00:00,2024-11-04T14:49:31.329000+00:00,56,0.0,0.0,0,0,0,0.1
1207728646024488,AI Video Series,Video 7:  Addressing Writing / AI-assisted Writing,10,10,2,2024-07-18T18:37:16.512000+00:00,2024-08-30T18:48:26.613000+00:00,43,90.0,1.5,0,0,0,0.1
1207728646024488,AI Video Series,Video 8:  Best Practices for Assessment in the Age of AI - Alex Ambrose,10,10,2,2024-08-06T14:52:12.415000+00:00,2024-08-30T18:48:04.764000+00:00,24,90.0,1.5,0,0,0,0.1
1208345374594379,AI Video Series - Alex,Untitled section,10,10,0,2025-02-03T14:28:49.451000+00:00,2025-02-03T14:28:54.884000+00:00,0,0.0,0.0,0,0,0,0.1
1208345374594375,AI Video Series - Ardea,Untitled section,10,10,3,2024-12-02T20:12:34.288000+00:00,2024-12-02T20:12:40.796000+00:00,0,0.0,0.0,0,0,0,0.1
1208345374594366,AI Video Series - John,Untitled section,1,1,0,2025-02-03T14:29:05.191000+00:00,2025-02-03T14:29:05.191000+00:00,0,0.0,0.0,0,0,0,1.0
1208711008179173,AI Video Series - Karla,Untitled section,10,10,1,2024-12-02T19:45:30.841000+00:00,2024-12-02T19:47:31.102000+00:00,0,0.0,0.0,0,0,0,0.1
1209298164735103,AI for the Notre Dame Community,Analysis,3,3,1,2025-02-09T18:45:21.125000+00:00,2025-04-29T17:49:29.129000+00:00,79,0.0,0.0,0,0,0,0.33
1209298164735103,AI for the Notre Dame Community,Design,10,8,2,2025-05-18T18:35:01.932000+00:00,2025-09-29T14:17:30.144000+00:00,134,600.0,10.0,0,0,0,0.1
1209298164735103,AI for the Notre Dame Community,Design Development,11,10,2,2025-09-16T14:28:28.472000+00:00,2025-09-29T14:17:47.427000+00:00,13,5370.0,89.5,0,0,0,0.09
1209298164735103,AI for the Notre Dame Community,PM Time Tracking,41,40,1,2025-02-20T13:30:08.989000+00:00,2025-11-28T14:52:41.816000+00:00,281,9731.0,162.18,0,0,0,0.02
1209298164735103,AI for the Notre Dame Community,Post-Production,3,0,0,,,,7350.0,122.5,0,0,0,0.33
1209298164735103,AI for the Notre Dame Community,Post-Project Evaluation,4,4,1,2025-09-21T18:09:58.733000+00:00,2025-10-07T12:48:29.232000+00:00,16,0.0,0.0,0,0,0,0.25
1209298164735103,AI for the Notre Dame Community,Pre-Production,6,4,2,2025-07-14T17:20:13.647000+00:00,2025-09-29T14:17:25.865000+00:00,77,1440.0,24.0,0,0,0,0.17
1209298164735103,AI for the Notre Dame Community,Production,10,10,1,2025-07-07T23:00:13.079000+00:00,2025-09-29T14:17:04.449000+00:00,84,2430.0,40.5,0,0,0,0.1
1208255134985033,AR Math Visualizer (Summer 2025 Pilot),Untitled section,11,4,2,2024-09-09T02:16:52.081000+00:00,2026-01-14T16:01:09.319000+00:00,492,0.0,0.0,3,0,0,0.09
1207823530772159,AR Math Visualizer (Summer Sprint),Untitled section,2,2,1,2024-07-31T17:59:27.920000+00:00,2024-11-30T21:21:23.461000+00:00,122,0.0,0.0,0,0,0,0.5
1209213189516073,ASCEND Engineering,3B Revamp,10,10,0,2026-01-23T15:11:12.791000+00:00,2026-04-17T14:21:21.135000+00:00,84,0.0,0.0,0,0,0,0.1
1209213189516073,ASCEND Engineering,Analysis,3,3,1,2025-01-28T15:17:12.702000+00:00,2025-12-18T12:15:38.544000+00:00,324,0.0,0.0,0,0,0,0.33
1209213189516073,ASCEND Engineering,Design,10,3,3,2025-01-27T14:14:10.299000+00:00,2025-04-15T18:46:38.084000+00:00,78,0.0,0.0,0,0,0,0.1
1209213189516073,ASCEND Engineering,Design Development,5,1,2,2025-11-19T19:17:53.805000+00:00,2025-11-19T19:17:53.805000+00:00,0,0.0,0.0,0,0,0,0.2
1209213189516073,ASCEND Engineering,Media Timetracking,6,0,1,,,,400.0,6.67,0,0,0,0.17
1209213189516073,ASCEND Engineering,PM Time Tracking,49,49,1,2025-02-04T13:27:16.917000+00:00,2025-12-18T12:15:57.423000+00:00,317,4525.0,75.42,0,0,0,0.02
1209213189516073,ASCEND Engineering,Post-Production,10,9,1,2025-04-15T16:54:10.744000+00:00,2025-06-05T11:47:48.774000+00:00,51,150.0,2.5,0,0,0,0.1
1209213189516073,ASCEND Engineering,Post-Project Evaluation,4,4,1,2025-11-10T13:00:05.540000+00:00,2025-11-19T19:18:08.918000+00:00,9,0.0,0.0,0,0,0,0.25
1209213189516073,ASCEND Engineering,Pre-Production,9,2,3,2025-04-16T17:59:44.421000+00:00,2025-04-16T17:59:55.231000+00:00,0,380.0,6.33,0,0,0,0.11
1209213189516073,ASCEND Engineering,Production,5,4,2,2025-03-27T16:23:17.102000+00:00,2025-04-24T15:45:17.396000+00:00,28,720.0,12.0,0,0,0,0.2
1209213189516064,ASCEND Engineering II,Analysis,4,3,1,2025-01-24T21:39:11.648000+00:00,2025-02-10T13:10:16.988000+00:00,17,210.0,3.5,0,0,0,0.25
1209213189516064,ASCEND Engineering II,Design,10,0,2,,,,0.0,0.0,0,0,0,0.1
1209213189516064,ASCEND Engineering II,Design Development,5,0,1,,,,0.0,0.0,0,0,0,0.2
1209213189516064,ASCEND Engineering II,Post-Production,1,0,0,,,,0.0,0.0,0,0,0,1.0
1209213189516064,ASCEND Engineering II,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1209213189516064,ASCEND Engineering II,Pre-Production,6,0,1,,,,0.0,0.0,0,0,0,0.17
1209213189516064,ASCEND Engineering II,Production,2,0,1,,,,0.0,0.0,0,0,0,0.5
1212343204566399,ASCEND MCOB,Analysis,4,0,1,,,,0.0,0.0,0,0,0,0.25
1212343204566399,ASCEND MCOB,Design,10,2,3,2026-03-23T17:53:28.808000+00:00,2026-03-23T17:53:40.434000+00:00,0,0.0,0.0,0,0,0,0.1
1212343204566399,ASCEND MCOB,Design Development,5,0,1,,,,0.0,0.0,0,0,0,0.2
1212343204566399,ASCEND MCOB,PM Time Tracking: Lawrence,15,14,2,2025-12-08T19:46:50.212000+00:00,2025-12-26T17:48:05.051000+00:00,18,765.0,12.75,0,0,0,0.07
1212343204566399,ASCEND MCOB,Post-Production,5,3,1,2026-06-08T13:36:46.451000+00:00,2026-06-11T19:06:32.871000+00:00,3,3330.0,55.5,30,0,0,0.2
1212343204566399,ASCEND MCOB,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1212343204566399,ASCEND MCOB,Pre-Production,5,3,2,2026-04-16T14:47:13.695000+00:00,2026-05-08T14:43:31.563000+00:00,22,1425.0,23.75,0,0,0,0.2
1212343204566399,ASCEND MCOB,Production,2,1,2,2026-06-08T13:36:41.517000+00:00,2026-06-08T13:36:41.517000+00:00,0,60.0,1.0,10,0,0,0.5
1208659811898209,Ascent PDF Graphic,Untitled section,4,4,1,2024-11-04T13:58:03.794000+00:00,2024-11-06T21:01:02.955000+00:00,2,0.0,0.0,0,0,0,0.25
1207278964351685,Asset Spreadsheet Example,Untitled section,1,0,0,,,,0.0,0.0,8,0,0,1.0
1212627165986472,Borgo Laudato Si' videos,Analysis,8,0,0,,,,0.0,0.0,0,0,0,0.12
1212627165986472,Borgo Laudato Si' videos,Media Time Tracking,9,0,1,,,,600.0,10.0,0,0,0,0.11
1212627165986472,Borgo Laudato Si' videos,Post-Production,4,3,0,2026-05-06T12:16:59.821000+00:00,2026-05-06T12:17:06.029000+00:00,0,0.0,0.0,4,0,0,0.25
1212627165986472,Borgo Laudato Si' videos,Post-Project Evaluation,4,0,0,,,,0.0,0.0,0,0,0,0.25
1212627165986472,Borgo Laudato Si' videos,Pre-Production,5,3,0,2026-03-30T11:49:34.696000+00:00,2026-03-30T19:05:32.337000+00:00,0,0.0,0.0,3,0,0,0.2
1212627165986472,Borgo Laudato Si' videos,Production,2,1,0,2026-03-30T19:06:00.254000+00:00,2026-03-30T19:06:00.254000+00:00,0,120.0,2.0,0,0,0,0.5
1211653962736510,Business for Humans | Sheedy Family Program,Analysis,3,1,1,2026-04-29T13:07:44.876000+00:00,2026-04-29T13:07:44.876000+00:00,0,60.0,1.0,0,0,0,0.33
1211653962736510,Business for Humans | Sheedy Family Program,Design,9,7,2,2026-04-29T13:11:23.071000+00:00,2026-04-29T13:11:39.889000+00:00,0,0.0,0.0,0,0,0,0.11
1211653962736510,Business for Humans | Sheedy Family Program,Design Development,5,0,2,,,,0.0,0.0,0,0,0,0.2
1211653962736510,Business for Humans | Sheedy Family Program,Post-Production,2,0,1,,,,540.0,9.0,27,0,0,0.5
1211653962736510,Business for Humans | Sheedy Family Program,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1211653962736510,Business for Humans | Sheedy Family Program,Pre-Production,8,4,1,2026-03-20T15:27:05.274000+00:00,2026-06-08T13:37:41.785000+00:00,80,1950.0,32.5,0,0,0,0.12
1211653962736510,Business for Humans | Sheedy Family Program,Production,2,1,1,2026-06-08T13:37:51.972000+00:00,2026-06-08T13:37:51.972000+00:00,0,315.0,5.25,6,0,0,0.5
1209417474929053,Business on the Frontlines XR,Content Expansion,5,5,0,2025-04-28T13:51:18.525000+00:00,2025-05-05T13:34:31.590000+00:00,7,0.0,0.0,0,0,0,0.2
1209417474929053,Business on the Frontlines XR,Core Framework,2,2,1,2025-03-10T13:25:02.966000+00:00,2025-03-31T13:28:20.070000+00:00,21,0.0,0.0,7,0,0,0.5
1209417474929053,Business on the Frontlines XR,Core Gameplay Loop,3,2,0,2025-04-07T13:29:41.159000+00:00,2025-04-14T13:20:16.347000+00:00,7,0.0,0.0,0,0,0,0.33
1209417474929053,Business on the Frontlines XR,Milestones,5,3,0,2025-03-03T14:18:52.432000+00:00,2025-05-05T13:34:25.851000+00:00,63,0.0,0.0,0,0,0,0.2
1209417474929053,Business on the Frontlines XR,Polish and QA Testing,3,0,0,,,,0.0,0.0,0,0,0,0.33
1209417474929053,Business on the Frontlines XR,Pre-Production,5,5,1,2025-02-24T14:15:07.126000+00:00,2025-03-03T14:10:10.078000+00:00,7,0.0,0.0,0,0,0,0.2
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Analysis,3,2,1,2026-05-07T15:05:07.381000+00:00,2026-05-07T15:05:07.977000+00:00,0,0.0,0.0,0,0,0,0.33
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Design,9,8,1,2026-05-07T15:05:32.666000+00:00,2026-05-07T15:05:47.406000+00:00,0,0.0,0.0,0,0,0,0.11
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Design Development,6,0,2,,,,0.0,0.0,0,0,0,0.17
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Post-Production,1,0,1,,,,0.0,0.0,4,0,0,1.0
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Pre-Production,6,6,1,2026-05-14T18:22:38.007000+00:00,2026-05-14T18:22:40.784000+00:00,0,990.0,16.5,0,0,0,0.17
1211900372320318,C2D: Cybertraining for Chemical Data scientists,Production,2,2,1,2026-03-20T15:30:32.732000+00:00,2026-05-14T18:21:11.503000+00:00,55,0.0,0.0,3,0,0,0.5
1212638028070139,CIF Video,Analysis,4,4,1,2026-04-29T14:27:36.002000+00:00,2026-04-29T14:28:58.064000+00:00,0,120.0,2.0,0,0,0,0.25
1212638028070139,CIF Video,Post-Production,3,3,2,2026-04-29T14:28:46.532000+00:00,2026-04-29T14:28:50.575000+00:00,0,0.0,0.0,0,0,0,0.33
1212638028070139,CIF Video,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1212638028070139,CIF Video,Pre-Production,4,4,1,2026-04-29T14:28:02.914000+00:00,2026-04-29T14:28:11.896000+00:00,0,30.0,0.5,0,0,0,0.25
1212638028070139,CIF Video,Production,3,3,1,2026-04-29T14:28:19.782000+00:00,2026-04-29T14:28:51.530000+00:00,0,390.0,6.5,0,0,0,0.33
1212638028070139,CIF Video,Version 2 of Video,3,0,1,,,,0.0,0.0,0,0,0,0.33
1208878713359035,Calc I Summer Online,Analysis,7,7,1,2025-01-19T20:18:35.105000+00:00,2025-02-10T13:09:52.680000+00:00,22,0.0,0.0,0,0,0,0.14
1208878713359035,Calc I Summer Online,Design,14,14,2,2025-05-13T14:40:47.347000+00:00,2025-05-13T14:41:46.407000+00:00,0,0.0,0.0,25,0,0,0.07
1208878713359035,Calc I Summer Online,Launch / Post-Launch,5,4,2,2025-06-29T18:31:04.514000+00:00,2025-07-09T15:57:56.759000+00:00,10,0.0,0.0,0,0,0,0.2
1208878713359035,Calc I Summer Online,PM Time Tracking,22,22,1,2025-02-04T13:28:56.664000+00:00,2025-06-29T18:32:26.817000+00:00,145,850.0,14.17,0,0,0,0.05
1208878713359035,Calc I Summer Online,Post-Production / Design Development,28,3,3,2025-05-21T16:20:12.307000+00:00,2025-06-29T18:32:48.509000+00:00,39,100.0,1.67,3,0,0,0.04
1208878713359035,Calc I Summer Online,Pre-Production,8,3,2,2025-01-24T17:46:12.876000+00:00,2025-05-13T14:41:51.155000+00:00,109,0.0,0.0,6,0,0,0.12
1208878713359035,Calc I Summer Online,Production,1,1,1,2025-05-19T17:59:16.553000+00:00,2025-05-19T17:59:16.553000+00:00,0,0.0,0.0,0,0,0,1.0
1209101623231546,Calc I Summer Online Asset Spreadsheet,Media Assets,76,76,1,2025-06-23T18:12:08.114000+00:00,2025-06-23T18:13:57.364000+00:00,0,0.0,0.0,0,0,0,0.01
1206363761761978,Carbon Neutral,Benchmarking,4,1,0,2024-04-25T15:12:54.982000+00:00,2024-04-25T15:12:54.982000+00:00,0,0.0,0.0,4,0,0,0.25
1206363761761978,Carbon Neutral,"Lesson 1: Terps, Quays, and Green Open Spaces",5,5,2,2024-04-04T14:12:51.097000+00:00,2024-04-25T15:20:36.169000+00:00,21,0.0,0.0,9,0,0,0.2
1206363761761978,Carbon Neutral,Lesson 2: Energy Efficient Design and Construction,5,4,3,2024-02-16T02:13:49.534000+00:00,2024-04-25T15:25:37.792000+00:00,69,0.0,0.0,11,0,0,0.2
1206363761761978,Carbon Neutral,Lesson 3: Sustainable Building Material,5,5,2,2024-03-11T16:11:28.948000+00:00,2024-04-25T15:20:52.022000+00:00,45,0.0,0.0,10,0,0,0.2
1206363761761978,Carbon Neutral,Lesson 4: Efficient and Renewable Energy Supply ,5,4,2,2024-02-16T02:13:56.479000+00:00,2024-04-25T15:26:06.810000+00:00,69,0.0,0.0,13,0,0,0.2
1206363761761978,Carbon Neutral,Lesson 5: Low Carbon Transportation / Diverse Mobility Methods,5,5,3,2024-03-14T12:44:06.290000+00:00,2024-04-25T15:21:09.019000+00:00,42,0.0,0.0,9,0,0,0.2
1206363761761978,Carbon Neutral,Media Pre-Production,3,3,3,2024-02-12T20:04:16.557000+00:00,2024-04-04T14:12:35.736000+00:00,52,0.0,0.0,6,0,0,0.33
1206363761761978,Carbon Neutral,Memory Palace: Interscene Environment,5,5,2,2024-02-08T14:07:41.745000+00:00,2024-04-25T15:13:28.900000+00:00,77,0.0,0.0,15,0,0,0.2
1204789220328740,College BouND,To do,3,2,1,2023-06-08T18:59:11.377000+00:00,2023-06-08T18:59:11.870000+00:00,0,0.0,0.0,0,0,0,0.33
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Analysis,3,0,1,,,,0.0,0.0,0,0,0,0.33
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Design,4,0,1,,,,0.0,0.0,0,0,0,0.25
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Design Development,1,0,1,,,,0.0,0.0,0,0,0,1.0
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Post-Production,1,0,1,,,,0.0,0.0,0,0,0,1.0
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Post-Project Evaluation,4,0,1,,,,0.0,0.0,0,0,0,0.25
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Pre-Production,5,0,1,,,,0.0,0.0,0,0,0,0.2
1209111135522151,Commonalities in the Modern Irish and Jewish Experiences,Production,1,0,1,,,,0.0,0.0,0,0,0,1.0
1208502234940161,Connections Series Handout,Untitled section,4,0,1,,,,0.0,0.0,0,0,0,0.25
